date,advertiser_id,campaign_id,channel,region,impressions,clicks,spend,conversions,revenue
2024-07-29,ADV021,CMP9483,Native,North America,36835,1042,3275.5,60,1388.61
2024-07-30,ADV021,CMP8284,Native,North America,33561,1051,2984.36,59,3874.94
2024-08-01,ADV021,CMP1158,Native,North America,22405,583,1992.33,36,1805.34
2024-08-04,ADV021,CMP5916,Native,North America,24892,768,2213.5,53,3962.88
2024-08-05,ADV021,CMP3695,Native,North America,25233,751,2243.81,36,3319.35
2024-08-06,ADV021,CMP7608,Native,North America,31475,915,2798.87,53,3639.0
2024-08-08,ADV021,CMP3433,Native,North America,21717,600,1931.23,29,3700.7
2024-08-09,ADV021,CMP1804,Native,North America,16642,481,1479.88,27,1861.76
2024-08-10,ADV021,CMP8142,Native,North America,21665,523,1926.53,27,590.85
2024-08-11,ADV021,CMP5874,Native,North America,20520,589,1824.75,32,1797.29
2024-08-12,ADV021,CMP3312,Native,North America,32987,1066,2933.36,60,6197.04
2024-08-13,ADV021,CMP7029,Native,North America,16269,434,1446.72,25,1115.93
2024-08-14,ADV021,CMP7051,Native,North America,27635,825,2457.39,47,2851.92
2024-08-15,ADV021,CMP6506,Native,North America,26291,860,2337.95,51,2075.42
2024-08-16,ADV021,CMP1579,Native,North America,26152,674,2325.6,39,836.11
2024-08-17,ADV021,CMP1095,Native,North America,19659,477,1748.18,26,2929.77
2024-08-19,ADV021,CMP9004,Native,North America,19342,584,1720.03,30,2597.17
2024-08-20,ADV021,CMP1922,Native,North America,25303,744,2250.06,30,5228.67
2024-08-21,ADV021,CMP7699,Native,North America,24214,732,2153.2,45,2258.78
2024-08-23,ADV021,CMP1038,Native,North America,26501,845,2356.61,50,3403.27
2024-08-24,ADV021,CMP6369,Native,North America,23037,631,2048.53,38,926.37
2024-08-25,ADV021,CMP9747,Native,North America,25355,0,2254.71,44,3772.36
2024-08-28,ADV021,CMP1740,Native,North America,15667,526,1393.16,33,4866.81
2024-08-29,ADV021,CMP4773,Native,North America,27248,646,2423.01,28,4085.61
2024-08-30,ADV021,CMP8356,Native,North America,22568,675,10027.73,43,7534.56
2024-08-31,ADV021,CMP3313,Native,North America,28458,893,2530.6,42,5294.09
2024-09-01,ADV021,CMP6120,Native,North America,20136,540,1790.64,29,3927.71
2024-09-03,ADV021,CMP4195,Native,North America,21954,593,1952.26,33,1735.42
2024-09-08,ADV021,CMP9144,Native,North America,22993,684,2044.68,42,1256.1
2024-09-09,ADV021,CMP5353,Native,North America,29641,948,2635.78,52,2349.88
2024-09-10,ADV021,CMP8934,Native,North America,30343,888,2698.26,43,7265.18
2024-09-11,ADV021,CMP5302,Native,North America,29570,1010,2629.51,39,1058.98
2024-09-12,ADV021,CMP6195,Native,North America,28254,850,2512.5,49,2571.28
2024-09-13,ADV021,CMP6106,Native,North America,24742,590,2200.18,27,1586.18
2024-09-15,ADV021,CMP1645,Native,North America,20432,639,1816.96,28,3420.17
2024-09-17,ADV021,CMP4414,Native,North America,24350,648,2165.31,32,2075.35
2024-09-18,ADV021,CMP6609,Native,North America,33349,1041,2965.51,51,6044.63
2024-09-19,ADV021,CMP1960,Native,North America,28406,834,2526.03,48,7228.45
2024-09-20,ADV021,CMP2661,Native,North America,33376,907,2967.97,44,4339.38
2024-09-21,ADV021,CMP2539,Native,North America,36759,1139,3268.81,64,6819.49
2024-09-23,ADV021,CMP2485,Native,North America,30118,817,2678.26,58,2057.12
2024-09-24,ADV021,CMP7008,Native,North America,22009,594,1957.17,29,2789.29
2024-09-27,ADV021,CMP2140,Native,North America,16882,485,1501.26,32,2267.51
2024-09-28,ADV021,CMP2544,Native,North America,19856,569,1765.71,28,1072.99
2024-09-30,ADV021,CMP5404,Native,North America,31119,858,2767.22,43,1327.64
2024-10-01,ADV021,CMP2827,Native,North America,34722,1093,3087.62,59,4529.83
2024-10-02,ADV021,CMP2710,Native,North America,30638,835,2724.47,40,5820.21
2024-10-03,ADV021,CMP2537,Native,North America,28802,870,2561.22,47,4249.75
2024-10-07,ADV021,CMP5724,Native,North America,22719,705,2020.32,36,3449.62
2024-10-08,ADV021,CMP9747,Native,North America,24484,644,2177.2,37,1462.26
2024-10-09,ADV021,CMP5444,Native,North America,28915,736,2571.22,36,3500.07
2024-10-10,ADV021,CMP3456,Native,North America,25324,735,2251.92,43,1694.51
2024-10-11,ADV021,CMP8266,Native,North America,26713,789,2375.41,50,7173.94
2024-10-12,ADV021,CMP2724,Native,North America,17329,542,1540.98,28,2472.66
2024-10-13,ADV021,CMP9195,Native,North America,25516,690,2268.97,43,6686.19
2024-10-14,ADV021,CMP1455,Native,North America,20756,529,1845.72,31,4049.36
2024-10-15,ADV021,CMP4990,Native,North America,27789,0,2471.16,64,2796.62
2024-10-18,ADV021,CMP5815,Native,North America,29475,804,2621.08,36,1834.14
2024-10-20,ADV021,CMP6453,Native,North America,26300,693,2338.69,38,6357.66
2024-10-23,ADV021,CMP6501,Native,North America,23764,710,2113.19,46,924.11
2024-10-25,ADV021,CMP5914,Native,North America,32532,1044,2892.89,57,9215.96
2024-10-28,ADV021,CMP6609,Native,North America,17864,556,1588.59,34,3048.42
2024-10-29,ADV021,CMP6380,Native,North America,19319,591,1717.98,34,5091.79
2024-10-31,ADV021,CMP7903,Native,North America,28590,595,2542.36,36,1191.27
2024-11-03,ADV021,CMP5425,Native,North America,24894,710,2213.74,32,4778.11
2024-11-05,ADV021,CMP1808,Native,North America,26042,747,2315.78,40,1291.34
2024-11-06,ADV021,CMP7282,Native,North America,33614,1030,2989.07,55,4435.0
2024-11-09,ADV021,CMP5722,Native,North America,34865,776,3100.32,43,4409.32
2024-11-10,ADV021,CMP9104,Native,North America,45860,1056,4078.09,64,7691.45
2024-11-11,ADV021,CMP8900,Native,North America,28983,821,2577.35,46,3931.95
2024-11-12,ADV021,CMP2952,Native,North America,34773,1070,3092.16,54,9014.54
2024-11-13,ADV021,CMP7001,Native,North America,41927,1331,3728.34,81,12153.11
2024-11-15,ADV021,CMP9209,Native,North America,46978,1400,4177.43,88,7321.53
2024-11-17,ADV021,CMP8557,Native,North America,35754,983,3179.39,51,5742.08
2024-11-25,ADV021,CMP5804,Native,North America,39582,1076,3519.76,58,9557.65
2024-11-27,ADV021,CMP7557,Native,North America,33750,989,3001.22,55,2132.64
2024-11-28,ADV021,CMP8330,Native,North America,36494,996,3245.24,57,6835.6
2024-11-30,ADV021,CMP7473,Native,North America,31875,908,2834.46,43,4985.48
2024-12-01,ADV021,CMP5960,Native,North America,28054,747,2494.68,43,7405.59
2024-12-02,ADV021,CMP5121,Native,North America,32736,1036,2911.05,49,4024.93
2024-12-06,ADV021,CMP7731,Native,North America,22164,640,1970.98,38,2820.95
2024-12-08,ADV021,CMP7195,Native,North America,20751,491,1845.25,27,3775.39
2024-12-09,ADV021,CMP5985,Native,North America,45193,1194,-4018.72,67,4623.56
2024-12-11,ADV021,CMP6177,Native,North America,40321,1066,3585.54,57,2448.87
2024-12-12,ADV021,CMP5712,Native,North America,30156,822,2681.65,49,2944.25
2024-12-13,ADV021,CMP6730,Native,North America,32373,740,2878.76,38,5804.61
2024-12-16,ADV021,CMP5838,Native,North America,36191,1112,3218.29,77,3105.26
2024-12-18,ADV021,CMP9131,Native,North America,27006,897,2401.53,42,1218.94
2024-12-24,ADV021,CMP9495,Native,North America,35626,1149,3167.99,61,9819.33
2024-12-25,ADV021,CMP5865,Native,North America,29102,982,2587.92,40,3279.22
2024-12-26,ADV021,CMP6186,Native,North America,25844,767,2298.2,42,2935.74
2024-12-27,ADV021,CMP5723,Native,North America,37251,1103,3312.48,58,8670.21
2024-12-28,ADV021,CMP4414,Native,North America,39621,1008,3523.29,49,7549.31
2024-12-29,ADV021,CMP5080,Native,North America,32586,931,2897.72,56,5567.84
2024-12-31,ADV021,CMP5050,Native,North America,38409,1111,3415.46,63,5540.9
2024-01-03,ADV022,CMP6477,Video,EMEA,111363,4744,6797.61,398,14229.21
2024-01-04,ADV022,CMP7100,Video,EMEA,102303,4659,6244.55,378,30519.18
2024-01-05,ADV022,CMP1965,Video,EMEA,73014,3467,4456.82,331,14914.71
2024-01-06,ADV022,CMP8581,Video,EMEA,97190,4556,5932.47,346,47200.41
2024-01-07,ADV022,CMP5822,Video,EMEA,76476,4151,4668.12,341,13504.17
2024-01-08,ADV022,CMP1708,Video,EMEA,84681,3260,5168.93,279,14564.27
2024-01-09,ADV022,CMP2448,Video,EMEA,75939,2909,4635.33,193,34292.51
2024-01-11,ADV022,CMP6389,Video,EMEA,96978,4130,5919.56,387,49218.83
2024-01-12,ADV022,CMP7739,Video,EMEA,69627,4427,4250.04,351,34565.64
2024-01-14,ADV022,CMP9624,Video,EMEA,71001,3298,4333.89,257,34997.73
2024-01-15,ADV022,CMP3378,Video,EMEA,85964,4592,5247.27,415,41414.47
2024-01-16,ADV022,CMP8368,Video,EMEA,58299,2812,3558.6,191,8017.89
2024-01-19,ADV022,CMP8064,Video,EMEA,78151,3917,4770.34,287,32650.89
2024-01-23,ADV022,CMP3779,Video,EMEA,93492,4600,20043.93,365,13498.18
2024-01-24,ADV022,CMP3962,Video,EMEA,80102,3808,4889.47,318,52248.45
2024-01-27,ADV022,CMP3933,Video,EMEA,73982,3442,22108.47,244,39542.44
2024-01-28,ADV022,CMP5059,Video,EMEA,64450,3198,3934.04,280,17070.11
2024-01-29,ADV022,CMP4392,Video,EMEA,71780,3038,4381.48,225,15819.48
2024-01-30,ADV022,CMP1167,Video,EMEA,74251,3972,4532.29,367,31538.84
2024-01-31,ADV022,CMP4385,Video,EMEA,92001,4255,5615.75,293,27949.12
2024-02-01,ADV022,CMP3307,Video,EMEA,66194,4193,4040.52,381,28331.44
2024-02-03,ADV022,CMP5067,Video,EMEA,80093,3725,4888.88,275,39366.96
2024-02-04,ADV022,CMP6382,Video,EMEA,68595,3138,4187.07,208,15491.61
2024-02-09,ADV022,CMP1472,Video,EMEA,85777,4776,21993.62,423,12859.36
2024-02-10,ADV022,CMP2097,Video,EMEA,102301,5774,6244.43,513,13988.39
2024-02-11,ADV022,CMP2460,Video,EMEA,82219,0,5018.66,323,19341.99
2024-02-12,ADV022,CMP4141,Video,EMEA,77269,4524,4716.52,354,20347.75
2024-02-13,ADV022,CMP2848,Video,EMEA,67977,3663,4149.31,274,27810.94
2024-02-14,ADV022,CMP6028,Video,EMEA,75508,4347,4609.03,304,29841.52
2024-02-17,ADV022,CMP5454,Video,EMEA,81683,4188,4985.92,406,33120.64
2024-02-19,ADV022,CMP9915,Video,EMEA,86098,3911,5255.41,349,57499.06
2024-02-20,ADV022,CMP6495,Video,EMEA,81125,3521,4951.85,295,33587.69
2024-02-24,ADV022,CMP9049,Video,EMEA,82054,4201,5008.61,354,38772.91
2024-02-25,ADV022,CMP1406,Video,EMEA,92215,4497,5628.84,265,39349.75
2024-02-26,ADV022,CMP3712,Video,EMEA,81612,4661,4981.63,364,18632.1
2024-02-28,ADV022,CMP2985,Video,EMEA,81895,3972,4998.88,264,46696.16
2024-02-29,ADV022,CMP2911,Video,EMEA,79219,3771,4835.55,300,37954.86
2024-03-02,ADV022,CMP1752,Video,EMEA,116392,5795,7104.54,460,55004.33
2024-03-03,ADV022,CMP3337,Video,EMEA,147286,8154,8990.34,655,67573.44
2024-03-04,ADV022,CMP4969,Video,EMEA,84524,3965,5159.37,348,57778.74
2024-03-05,ADV022,CMP3399,Video,EMEA,93138,3970,5685.17,285,11344.01
2024-03-06,ADV022,CMP3061,Video,EMEA,87553,4468,5344.23,353,49368.23
2024-03-07,ADV022,CMP4123,Video,EMEA,83240,4069,5080.98,313,41657.42
2024-03-10,ADV022,CMP5554,Video,EMEA,109196,5520,6665.33,572,33448.54
2024-03-11,ADV022,CMP2695,Video,EMEA,144773,9974,8836.95,996,47911.53
2024-03-12,ADV022,CMP8454,Video,EMEA,85860,4302,22004.08,338,40746.24
2024-03-13,ADV022,CMP4058,Video,EMEA,96627,5157,5898.12,419,35271.51
2024-03-15,ADV022,CMP2063,Video,EMEA,117552,6008,7175.35,510,88769.32
2024-03-22,ADV022,CMP5102,Video,EMEA,123603,0,7544.75,429,35642.22
2024-03-23,ADV022,CMP3433,Video,EMEA,96337,4319,5880.44,376,21903.72
2024-03-24,ADV022,CMP9694,Video,EMEA,108143,4815,6601.05,388,43688.15
2024-03-26,ADV022,CMP6864,Video,EMEA,77326,2832,4719.98,268,17982.99
2024-03-29,ADV022,CMP4145,Video,EMEA,108228,5204,6606.21,470,17984.85
2024-03-30,ADV022,CMP4571,Video,EMEA,105595,5097,6445.53,457,37610.07
2024-03-31,ADV022,CMP8896,Video,EMEA,124551,6128,7602.58,533,53288.08
2024-04-02,ADV022,CMP6002,Video,EMEA,125014,6127,7630.84,591,74328.33
2024-04-03,ADV022,CMP1761,Video,EMEA,69610,4152,4249.0,332,29028.41
2024-04-04,ADV022,CMP2121,Video,EMEA,117311,6126,7160.67,447,72399.29
2024-04-06,ADV022,CMP3095,Video,EMEA,117520,5087,7173.4,425,32661.1
2024-04-07,ADV022,CMP4281,Video,EMEA,104305,5137,6366.8,481,85656.12
2024-04-09,ADV022,CMP3848,Video,EMEA,85574,4594,20138.84,314,12158.93
2024-04-12,ADV022,CMP6239,Video,EMEA,90687,3899,5535.55,371,13605.34
2024-04-13,ADV022,CMP5743,Video,EMEA,89130,3711,5440.5,279,41571.41
2024-04-16,ADV022,CMP2084,Video,EMEA,110759,5194,6760.7,523,16320.88
2024-04-18,ADV022,CMP1707,Video,EMEA,105628,4788,6447.52,439,59160.43
2024-04-21,ADV022,CMP8210,Video,EMEA,94988,3856,5798.1,297,6070.99
2024-04-24,ADV022,CMP6787,Video,EMEA,81563,3538,4978.6,274,12246.67
2024-04-27,ADV022,CMP7065,Video,EMEA,100408,5271,6128.9,344,7759.68
2024-04-29,ADV022,CMP5095,Video,EMEA,76235,3754,4653.37,308,45274.78
2024-04-30,ADV022,CMP3475,Video,EMEA,114614,4613,6996.04,455,47877.98
2024-05-04,ADV022,CMP4649,Video,EMEA,96857,4335,5912.17,376,35526.99
2024-05-06,ADV022,CMP9986,Video,EMEA,96811,3802,5909.37,326,48444.35
2024-05-07,ADV022,CMP2784,Video,EMEA,102738,5111,6271.14,358,42646.59
2024-05-09,ADV022,CMP9035,Video,EMEA,125182,8049,7641.12,652,32955.29
2024-05-11,ADV022,CMP8242,Video,EMEA,100285,4954,6121.41,397,18223.96
2024-05-12,ADV022,CMP4490,Video,EMEA,127722,6424,7796.16,604,66572.61
2024-05-13,ADV022,CMP1100,Video,EMEA,100728,4625,6148.46,316,39003.65
2024-05-17,ADV022,CMP5872,Video,EMEA,104022,3977,6349.53,363,8285.36
2024-05-20,ADV022,CMP8832,Video,EMEA,85084,4942,5193.51,377,47097.84
2024-05-21,ADV022,CMP4965,Video,EMEA,82085,3132,5010.47,271,42511.56
2024-05-23,ADV022,CMP3786,Video,EMEA,117325,6302,7161.53,532,40594.6
2024-05-25,ADV022,CMP1259,Video,EMEA,106908,4375,6525.67,378,66230.73
2024-05-26,ADV022,CMP1333,Video,EMEA,132341,6300,8078.12,448,43150.75
2024-05-27,ADV022,CMP8685,Video,EMEA,100288,5645,6121.58,371,32748.06
2024-05-28,ADV022,CMP4698,Video,EMEA,126583,5099,7726.65,441,29233.29
2024-06-01,ADV022,CMP4701,Video,EMEA,101252,5495,6180.4,487,15176.16
2024-06-02,ADV022,CMP2425,Video,EMEA,114929,5338,7015.29,462,41816.99
2024-06-04,ADV022,CMP1911,Video,EMEA,64318,3428,3926.0,272,10814.51
2024-06-05,ADV022,CMP3453,Video,EMEA,108639,4761,6631.31,324,10765.5
2024-06-07,ADV022,CMP6652,Video,EMEA,110762,6080,6760.9,395,45240.18
2024-06-09,ADV022,CMP6441,Video,EMEA,102872,3942,6279.29,292,21001.01
2024-06-10,ADV022,CMP4624,Video,EMEA,135319,6826,8259.88,531,16035.74
2024-06-11,ADV022,CMP1625,Video,EMEA,95092,4306,5804.44,300,30502.05
2024-06-12,ADV022,CMP1904,Video,EMEA,140336,8194,8566.13,669,41309.98
2024-06-13,ADV022,CMP6525,Video,EMEA,149393,7516,9118.94,556,69328.47
2024-06-14,ADV022,CMP7794,Video,EMEA,107925,6584,6587.76,513,41434.61
2024-06-16,ADV022,CMP4851,Video,EMEA,118145,5966,7211.55,536,46168.32
2024-06-17,ADV022,CMP9207,Video,EMEA,100633,4838,6142.62,431,49308.66
2024-06-18,ADV022,CMP9804,Video,EMEA,110944,6290,6772.05,614,23069.21
2024-06-20,ADV022,CMP6151,Video,EMEA,140889,7296,8599.84,558,88000.41
2024-06-21,ADV022,CMP6387,Video,EMEA,98468,4216,6010.49,359,58221.9
2024-06-25,ADV022,CMP2747,Video,EMEA,153396,7903,9363.26,762,23025.23
2024-06-27,ADV022,CMP6640,Video,EMEA,123823,6336,7558.16,483,41398.12
2024-06-28,ADV022,CMP9662,Video,EMEA,109610,5789,6690.62,485,14890.8
2024-07-01,ADV022,CMP6782,Video,EMEA,108320,4763,6611.83,374,37579.17
2024-07-02,ADV022,CMP6023,Video,EMEA,104043,4954,6350.76,357,37967.16
2024-07-03,ADV022,CMP9794,Video,EMEA,111851,6087,6827.37,685,86885.38
2024-07-05,ADV022,CMP2098,Video,EMEA,123136,5408,7516.23,507,19668.48
2024-07-06,ADV022,CMP5636,Video,EMEA,122367,6592,7469.26,651,113539.38
2024-07-08,ADV022,CMP3400,Video,EMEA,97311,5085,5939.9,444,51309.54
2024-07-09,ADV022,CMP8315,Video,EMEA,89225,3584,5446.3,319,14018.47
2024-07-10,ADV022,CMP4856,Video,EMEA,113597,5671,6933.94,506,14874.14
2024-07-11,ADV022,CMP2618,Video,EMEA,123269,5899,7524.31,472,79296.73
2024-07-14,ADV022,CMP4732,Video,EMEA,110867,5305,6767.33,475,47864.16
2024-07-15,ADV022,CMP1087,Video,EMEA,152582,7444,9313.62,683,41098.95
2024-07-18,ADV022,CMP5429,Video,EMEA,138715,6885,8467.17,623,71817.69
2024-07-19,ADV022,CMP9631,Video,EMEA,124826,6489,7619.39,454,77059.65
2024-07-20,ADV022,CMP2405,Video,EMEA,78445,4866,4788.27,465,61740.12
2024-07-21,ADV022,CMP9530,Video,EMEA,102606,4970,6263.06,363,60704.89
2024-07-22,ADV022,CMP8036,Video,EMEA,132699,6880,8099.93,561,89164.66
2024-07-24,ADV022,CMP9091,Video,EMEA,161089,8163,9832.83,675,53254.82
2024-07-25,ADV022,CMP3783,Video,EMEA,102363,5329,6248.23,387,8390.58
2024-07-26,ADV022,CMP6461,Video,EMEA,178056,9529,10868.53,670,31218.94
2024-07-27,ADV022,CMP9055,Video,EMEA,107314,3878,6550.44,316,41297.75
2024-07-29,ADV022,CMP3031,Video,EMEA,88124,4068,5379.08,353,7746.39
2024-07-31,ADV022,CMP9258,Video,EMEA,134030,6091,8181.17,413,73420.39
2024-08-02,ADV022,CMP9666,Video,EMEA,99237,4810,6057.42,355,51778.53
2024-08-03,ADV022,CMP6598,Video,EMEA,120986,6623,7384.98,532,27408.25
2024-08-04,ADV022,CMP7824,Video,EMEA,87258,4764,5326.23,311,25831.25
2024-08-05,ADV022,CMP1803,Video,EMEA,79983,4028,4882.17,372,33794.46
2024-08-06,ADV022,CMP4971,Video,EMEA,87490,4028,5340.41,362,21749.65
2024-08-07,ADV022,CMP7572,Video,EMEA,84536,3769,5160.09,311,14240.55
2024-08-08,ADV022,CMP5043,Video,EMEA,72204,3050,4407.37,248,31864.56
2024-08-13,ADV022,CMP8833,Video,EMEA,104807,5223,6397.4,363,18024.52
2024-08-16,ADV022,CMP7439,Video,EMEA,109289,5115,6670.98,462,38467.28
2024-08-17,ADV022,CMP9674,Video,EMEA,105148,5118,6418.25,499,54426.83
2024-08-19,ADV022,CMP2245,Video,EMEA,111314,5102,6794.59,486,46823.56
2024-08-21,ADV022,CMP2580,Video,EMEA,108116,5195,6599.43,500,62093.28
2024-08-22,ADV022,CMP1815,Video,EMEA,42340,1689,2584.47,123,8194.2
2024-08-23,ADV022,CMP3239,Video,EMEA,87438,4351,-5337.24,348,31444.62
2024-08-24,ADV022,CMP9392,Video,EMEA,85932,3624,5245.3,258,13378.6
2024-08-26,ADV022,CMP1954,Video,EMEA,94297,4589,5755.91,349,49989.48
2024-08-29,ADV022,CMP1910,Video,EMEA,67375,2659,4112.61,232,37427.66
2024-08-30,ADV022,CMP9316,Video,EMEA,67089,2863,4095.15,196,16638.03
2024-09-01,ADV022,CMP5630,Video,EMEA,88188,4369,5383.02,334,15816.53
2024-09-02,ADV022,CMP9327,Video,EMEA,88349,3789,5392.85,337,20839.59
2024-09-03,ADV022,CMP9322,Video,EMEA,96328,0,5879.85,373,64074.36
2024-09-04,ADV022,CMP2611,Video,EMEA,95662,5564,5839.2,429,49209.88
2024-09-05,ADV022,CMP9804,Video,EMEA,118947,4099,7260.51,271,24968.62
2024-09-06,ADV022,CMP2018,Video,EMEA,77293,3611,4717.95,349,26652.72
2024-09-08,ADV022,CMP5612,Video,EMEA,90986,4121,5553.81,412,64536.61
2024-09-10,ADV022,CMP6490,Video,EMEA,65070,3490,3971.91,244,28266.24
2024-09-13,ADV022,CMP4440,Video,EMEA,108402,4327,6616.84,313,21322.24
2024-09-14,ADV022,CMP5183,Video,EMEA,74312,3291,4536.03,265,14987.55
2024-09-15,ADV022,CMP5904,Video,EMEA,96828,4604,5910.38,386,51954.5
2024-09-16,ADV022,CMP7896,Video,EMEA,112921,6307,6892.73,587,87730.85
2024-09-17,ADV022,CMP7437,Video,EMEA,30413,1598,1856.44,114,12591.01
2024-09-20,ADV022,CMP5692,Video,EMEA,101297,4008,6183.18,324,56388.88
2024-09-21,ADV022,CMP4534,Video,EMEA,75225,3815,4591.74,321,28400.3
2024-09-22,ADV022,CMP7289,Video,EMEA,98513,5345,6013.27,452,58215.61
2024-09-23,ADV022,CMP1355,Video,EMEA,77550,3497,4733.64,320,50727.27
2024-09-27,ADV022,CMP6132,Video,EMEA,115246,5552,25310.59,422,22138.6
2024-09-30,ADV022,CMP4102,Video,EMEA,77463,3699,4728.38,284,25100.26
2024-10-02,ADV022,CMP1887,Video,EMEA,100257,4878,6119.66,326,28282.81
2024-10-03,ADV022,CMP4896,Video,EMEA,97282,4460,5938.07,353,61961.66
2024-10-05,ADV022,CMP7406,Video,EMEA,93897,4782,5731.49,388,32899.97
2024-10-07,ADV022,CMP2495,Video,EMEA,93394,3335,5700.77,299,49071.41
2024-10-08,ADV022,CMP9832,Video,EMEA,93329,5441,5696.78,483,32714.76
2024-10-10,ADV022,CMP8863,Video,EMEA,102289,5413,6243.71,449,73856.21
2024-10-11,ADV022,CMP6328,Video,EMEA,91072,4328,5559.05,296,34940.8
2024-10-12,ADV022,CMP2352,Video,EMEA,88077,0,5376.23,355,34696.99
2024-10-13,ADV022,CMP9200,Video,EMEA,141165,6024,8616.71,439,43744.16
2024-10-17,ADV022,CMP1386,Video,EMEA,82986,3782,5065.45,368,26057.02
2024-10-19,ADV022,CMP9340,Video,EMEA,119935,6848,7320.8,615,29883.19
2024-10-20,ADV022,CMP9399,Video,EMEA,82298,3823,5023.46,287,35008.21
2024-10-21,ADV022,CMP7886,Video,EMEA,106236,5062,27808.71,455,11978.01
2024-10-22,ADV022,CMP7227,Video,EMEA,71805,4425,4382.96,352,13189.8
2024-10-23,ADV022,CMP3265,Video,EMEA,100089,4681,6109.43,400,21700.79
2024-10-27,ADV022,CMP8505,Video,EMEA,96262,5384,5875.85,486,57012.34
2024-10-28,ADV022,CMP9689,Video,EMEA,67571,3501,4124.54,336,27858.48
2024-10-29,ADV022,CMP1520,Video,EMEA,115652,4158,7059.37,317,49208.23
2024-10-31,ADV022,CMP4921,Video,EMEA,68441,3253,4177.66,235,13522.25
2024-11-01,ADV022,CMP2645,Video,EMEA,148141,7289,9042.54,638,38979.23
2024-11-02,ADV022,CMP3750,Video,EMEA,79640,4037,4861.21,345,47508.77
2024-11-03,ADV022,CMP3369,Video,EMEA,168218,7017,10268.01,673,22371.36
2024-11-06,ADV022,CMP7353,Video,EMEA,153094,7569,9344.85,593,50922.87
2024-11-07,ADV022,CMP5676,Video,EMEA,165015,8241,10072.52,832,40692.91
2024-11-08,ADV022,CMP6062,Video,EMEA,150692,6426,9198.25,619,84244.22
2024-11-09,ADV022,CMP4324,Video,EMEA,142775,6960,8714.96,637,64897.98
2024-11-11,ADV022,CMP2619,Video,EMEA,134955,6633,8237.68,514,91300.62
2024-11-14,ADV022,CMP3672,Video,EMEA,131586,7095,8032.01,550,28562.97
2024-11-16,ADV022,CMP4721,Video,EMEA,156593,6821,9558.43,616,55729.65
2024-11-17,ADV022,CMP6604,Video,EMEA,177309,8024,10822.92,714,34789.74
2024-11-18,ADV022,CMP3102,Video,EMEA,123750,6162,7553.68,503,42078.86
2024-11-19,ADV022,CMP4219,Video,EMEA,156411,6786,9547.29,477,51546.37
2024-11-21,ADV022,CMP1013,Video,EMEA,156830,9489,9572.88,677,106409.73
2024-11-22,ADV022,CMP1208,Video,EMEA,192459,9754,11747.66,740,81205.84
2024-11-23,ADV022,CMP1246,Video,EMEA,145676,6778,8892.04,571,80270.4
2024-11-26,ADV022,CMP2443,Video,EMEA,152356,8613,9299.81,849,134679.09
2024-11-27,ADV022,CMP6359,Video,EMEA,159142,7246,9714.02,639,110024.07
2024-11-28,ADV022,CMP7111,Video,EMEA,146551,7408,8945.49,760,114485.96
2024-11-29,ADV022,CMP1597,Video,EMEA,111072,6845,6779.83,539,80571.2
2024-11-30,ADV022,CMP2286,Video,EMEA,145346,6290,8871.91,550,61129.52
2024-12-01,ADV022,CMP3368,Video,EMEA,151703,8692,9259.92,667,69401.08
2024-12-02,ADV022,CMP1746,Video,EMEA,126724,6641,7735.24,586,24410.11
2024-12-03,ADV022,CMP9402,Video,EMEA,187814,6529,11464.13,550,85253.51
2024-12-06,ADV022,CMP8575,Video,EMEA,128877,5758,7866.65,448,79484.54
2024-12-07,ADV022,CMP7193,Video,EMEA,130916,6080,7991.09,432,67173.03
2024-12-08,ADV022,CMP5961,Video,EMEA,138307,7441,8442.27,476,56167.47
2024-12-09,ADV022,CMP3899,Video,EMEA,90678,4957,5535.0,412,67294.12
2024-12-10,ADV022,CMP2606,Video,EMEA,92565,3569,5650.19,275,8403.43
2024-12-11,ADV022,CMP7582,Video,EMEA,160183,5509,9777.54,500,53065.36
2024-12-12,ADV022,CMP4030,Video,EMEA,125945,6287,7687.7,633,84011.88
2024-12-13,ADV022,CMP2254,Video,EMEA,119744,5554,7309.2,524,59692.34
2024-12-16,ADV022,CMP3800,Video,EMEA,105070,4552,6413.46,438,9626.67
2024-12-17,ADV022,CMP4130,Video,EMEA,128033,6113,7815.11,584,81560.25
2024-12-19,ADV022,CMP5101,Video,EMEA,124427,5370,7595.0,477,58493.12
2024-12-20,ADV022,CMP5479,Video,EMEA,130965,6365,7994.11,482,81961.38
2024-12-21,ADV022,CMP7173,Video,EMEA,117562,6499,7176.01,590,24524.58
2024-12-22,ADV022,CMP2957,Video,EMEA,105305,5428,6427.82,434,26285.76
2024-12-24,ADV022,CMP2037,Video,EMEA,118962,5942,7261.43,597,55021.02
2024-12-27,ADV022,CMP9526,Video,EMEA,134214,5440,8192.39,402,24511.79
2024-12-28,ADV022,CMP9038,Video,EMEA,166332,9350,10152.88,703,108665.5
2024-12-29,ADV022,CMP7310,Video,EMEA,99890,5078,6097.28,375,7922.86
2024-12-31,ADV022,CMP3394,Video,EMEA,145198,7666,41173.6,659,93688.06
2024-01-01,ADV023,CMP1241,Video,North America,35717,1201,6418.77,34,5500.56
2024-01-02,ADV023,CMP9578,Video,North America,50064,1959,1965.46,54,5567.59
2024-01-03,ADV023,CMP2124,Video,North America,53474,1793,2099.33,37,4765.29
